job_title,company,location,salary,experience,description,date_posted
Data Engineer,Scale AI,"Amsterdam, NL",7543000,6 years,"Data Engineer position at Scale AI requiring airflow, postgres, dbt, aws, python. Based in Amsterdam, NL. Looking for 6 years of industry experience.",2024-06-22
Senior Data Scientist,Scale AI,Mumbai,4049000,9 years,"Senior Data Scientist position at Scale AI requiring aws, python, sql, deep learning. Based in Mumbai. Looking for 9 years of industry experience.",2024-10-24
DevOps Engineer,Stability AI,Noida,2864000,5 years,"DevOps Engineer position at Stability AI requiring jenkins, ci/cd, kubernetes, aws, python. Based in Noida. Looking for 5 years of industry experience.",2025-06-07
Full Stack Developer,Anthropic,Jaipur,1318000,4 years,"Full Stack Developer position at Anthropic requiring docker, postgresql, node.js, python, aws, typescript, rest api. Based in Jaipur. Looking for 4 years of industry experience.",2024-02-20
Cloud Architect,Adobe,Gurugram,6829000,6 years,"Cloud Architect position at Adobe requiring terraform, gcp, azure, aws. Based in Gurugram. Looking for 6 years of industry experience.",2025-04-07
Senior Data Scientist,Anthropic,Jaipur,6663000,9 years,"Senior Data Scientist position at Anthropic requiring causal inference, spark, deep learning, sql, aws, statistical modeling. Based in Jaipur. Looking for 9 years of industry experience.",2025-08-22
iOS Developer,Ola,Remote,1709000,7 years,"iOS Developer position at Ola requiring app store, rest api, swiftui, swift, core data, ci/cd. Remote-friendly role. Looking for 7 years of industry experience.",2024-06-03
Agentic AI Developer,PhonePe,Kolkata,3947000,6 years,"Agentic AI Developer position at PhonePe requiring vector databases, autogen, rag, tool use, langchain, fastapi, openai api. Based in Kolkata. Looking for 6 years of industry experience.",2024-09-06
LLM Engineer,Uniphore,Chennai,3554000,4 years,"LLM Engineer position at Uniphore requiring python, langchain, openai api, rag. Based in Chennai. Looking for 4 years of industry experience.",2024-02-01
Data Analyst,PhonePe,Kolkata,692000,7 years,"Data Analyst position at PhonePe requiring python, statistics, reporting, excel. Based in Kolkata. Looking for 7 years of industry experience.",2023-03-11
AI Engineer,Scale AI,"San Francisco, US",5017000,3 years,"AI Engineer position at Scale AI requiring openai api, aws, vector databases, pytorch, python, langchain. Based in San Francisco, US. Looking for 3 years of industry experience.",2024-01-28
LLM Engineer,Cohere,Jaipur,2620000,6 years,"LLM Engineer position at Cohere requiring vector databases, openai api, huggingface, langchain, transformers, pytorch. Based in Jaipur. Looking for 6 years of industry experience.",2023-09-09
Full Stack Developer,Amazon,"San Francisco, US",6488000,6 years,"Full Stack Developer position at Amazon requiring typescript, aws, rest api, git. Based in San Francisco, US. Looking for 6 years of industry experience.",2026-05-28
Frontend Developer,Together AI,Pune,989000,3 years,"Frontend Developer position at Together AI requiring react, graphql, redux, css. Based in Pune. Looking for 3 years of industry experience.",2025-07-10
QA Engineer,Intel,Ahmedabad,596000,4 years,"QA Engineer position at Intel requiring pytest, ci/cd, sql, python, rest api, appium. Based in Ahmedabad. Looking for 4 years of industry experience.",2025-07-15
Software Engineer,Meta,Delhi,1908000,4 years,"Software Engineer position at Meta requiring java, sql, data structures, python, c++. Based in Delhi. Looking for 4 years of industry experience.",2025-02-03
Data Analyst,HCL Technologies,Ahmedabad,1530000,8 years,"Data Analyst position at HCL Technologies requiring excel, r, data visualization, power bi, pandas. Based in Ahmedabad. Looking for 8 years of industry experience.",2024-10-05
Computer Vision Engineer,Microsoft,Delhi,2629000,4 years,"Computer Vision Engineer position at Microsoft requiring opencv, pytorch, cuda, image segmentation, onnx, tensorflow, python. Based in Delhi. Looking for 4 years of industry experience.",2023-03-31
Business Analyst,Oracle,Jaipur,1363000,7 years,"Business Analyst position at Oracle requiring reporting, power bi, stakeholder management, agile. Based in Jaipur. Looking for 7 years of industry experience.",2025-04-20
ML Engineer,Scale AI,"San Francisco, US",20336000,8 years,"ML Engineer position at Scale AI requiring sql, pytorch, scikit-learn, docker, mlflow, python, tensorflow. Based in San Francisco, US. Looking for 8 years of industry experience.",2023-03-21
AI Research Scientist,Adobe,Gurugram,6567000,4 years,"AI Research Scientist position at Adobe requiring statistics, pytorch, reinforcement learning, research, computer vision, deep learning, latex. Based in Gurugram. Looking for 4 years of industry experience.",2025-03-18
AI Engineer,Cognizant,Gurugram,2326000,1 year,"AI Engineer position at Cognizant requiring vector databases, llm, openai api, prompt engineering. Based in Gurugram. Looking for 1 year of industry experience.",2023-11-01
QA Engineer,Uniphore,Hyderabad,2485000,12+ years,"QA Engineer position at Uniphore requiring python, jira, test planning, rest api, appium, ci/cd, selenium. Based in Hyderabad. Looking for 12+ years of industry experience.",2023-03-08
Generative AI Engineer,Intel,"Amsterdam, NL",5825000,1 year,"Generative AI Engineer position at Intel requiring fastapi, prompt engineering, openai api, llm. Based in Amsterdam, NL. Looking for 1 year of industry experience.",2025-06-06
NLP Engineer,Paytm,Bengaluru,4986000,6 years,"NLP Engineer position at Paytm requiring transformers, python, sql, nltk. Based in Bengaluru. Looking for 6 years of industry experience.",2023-04-04
Backend Developer,SigTuple,Hyderabad,5067000,15+ years,"Backend Developer position at SigTuple requiring django, rest api, mongodb, postgresql, java, redis. Based in Hyderabad. Looking for 15+ years of industry experience.",2023-11-10
Android Developer,Texas Instruments,Remote,1281000,1 year,"Android Developer position at Texas Instruments requiring java, mvvm, sqlite, git, ci/cd, jetpack compose, rest api. Remote-friendly role. Looking for 1 year of industry experience.",2025-11-16
NLP Engineer,NVIDIA,Chennai,5333000,6 years,"NLP Engineer position at NVIDIA requiring sql, nltk, transformers, llm, text classification, pytorch. Based in Chennai. Looking for 6 years of industry experience.",2023-08-17
NLP Engineer,Arm,"New York, US",12353000,6 years,"NLP Engineer position at Arm requiring transformers, llm, text classification, sql, pytorch, spacy, ner. Based in New York, US. Looking for 6 years of industry experience.",2024-02-24
iOS Developer,Zomato,Jaipur,813000,6 years,"iOS Developer position at Zomato requiring swift, swiftui, rest api, core data. Based in Jaipur. Looking for 6 years of industry experience.",2025-01-08
Full Stack Developer,Persistent Systems,"Seattle, US",14190000,12+ years,"Full Stack Developer position at Persistent Systems requiring git, react, typescript, rest api. Based in Seattle, US. Looking for 12+ years of industry experience.",2024-10-08
Generative AI Engineer,Krutrim,Hyderabad,2799000,0 years,"Generative AI Engineer position at Krutrim requiring llm, prompt engineering, stable diffusion, pytorch, vector databases, openai api. Based in Hyderabad. Looking for 0 years of industry experience.",2024-12-24
AI Research Scientist,Amazon,Jaipur,6185000,5 years,"AI Research Scientist position at Amazon requiring pytorch, transformers, computer vision, research, python. Based in Jaipur. Looking for 5 years of industry experience.",2023-03-04
Business Analyst,Razorpay,"Dubai, UAE",2896000,2 years,"Business Analyst position at Razorpay requiring python, stakeholder management, requirements gathering, jira, sql. Based in Dubai, UAE. Looking for 2 years of industry experience.",2023-02-16
Computer Vision Engineer,SAP,Noida,991000,3 years,"Computer Vision Engineer position at SAP requiring yolo, c++, cuda, tensorflow, onnx, opencv, python. Based in Noida. Looking for 3 years of industry experience.",2023-10-11
Cloud Architect,Zomato,"Seattle, US",14198000,2 years,"Cloud Architect position at Zomato requiring security, docker, terraform, aws, devops, networking, kubernetes. Based in Seattle, US. Looking for 2 years of industry experience.",2023-03-27
Data Analyst,Capgemini,Bengaluru,737000,3 years,"Data Analyst position at Capgemini requiring power bi, statistics, data visualization, excel, tableau. Based in Bengaluru. Looking for 3 years of industry experience.",2024-10-12
LLM Engineer,Apple,Noida,3292000,9 years,"LLM Engineer position at Apple requiring python, huggingface, vllm, transformers, langchain. Based in Noida. Looking for 9 years of industry experience.",2024-12-13
NLP Engineer,Hugging Face,Delhi,1929000,1 year,"NLP Engineer position at Hugging Face requiring spacy, ner, text classification, huggingface, sql. Based in Delhi. Looking for 1 year of industry experience.",2025-06-10
Business Analyst,Hexaware,Delhi,537000,2 years,"Business Analyst position at Hexaware requiring agile, python, power bi, sql. Based in Delhi. Looking for 2 years of industry experience.",2024-12-04
Data Scientist,Accenture,Hyderabad,5669000,10+ years,"Data Scientist position at Accenture requiring numpy, scikit-learn, sql, tableau, spark. Based in Hyderabad. Looking for 10+ years of industry experience.",2026-01-13
Security Engineer,SAP,Remote,2486000,4 years,"Security Engineer position at SAP requiring aws, zero trust, devsecops, splunk, penetration testing, compliance. Remote-friendly role. Looking for 4 years of industry experience.",2025-03-22
DevOps Engineer,Byju's,Chennai,3287000,6 years,"DevOps Engineer position at Byju's requiring ansible, kubernetes, jenkins, linux, aws, monitoring, terraform. Based in Chennai. Looking for 6 years of industry experience.",2024-04-01
Generative AI Engineer,Wipro,Bengaluru,4964000,3 years,"Generative AI Engineer position at Wipro requiring openai api, llm, vector databases, pytorch, prompt engineering. Based in Bengaluru. Looking for 3 years of industry experience.",2024-04-09
Computer Vision Engineer,HCL Technologies,Chennai,2041000,3 years,"Computer Vision Engineer position at HCL Technologies requiring cuda, yolo, deep learning, tensorflow, c++, image segmentation, python. Based in Chennai. Looking for 3 years of industry experience.",2024-09-07
Backend Developer,Amazon,Singapore,1234000,0 years,"Backend Developer position at Amazon requiring node.js, fastapi, rest api, postgresql, redis, docker, django. Based in Singapore. Looking for 0 years of industry experience.",2025-05-28
Data Analyst,Stability AI,Gurugram,896000,2 years,"Data Analyst position at Stability AI requiring python, data visualization, excel, pandas, reporting, r. Based in Gurugram. Looking for 2 years of industry experience.",2023-03-09
Embedded Systems Engineer,Accenture,"Toronto, Canada",3548000,7 years,"Embedded Systems Engineer position at Accenture requiring microcontrollers, c++, rtos, firmware. Based in Toronto, Canada. Looking for 7 years of industry experience.",2025-10-30
Agentic AI Developer,Adobe,"Dubai, UAE",9469000,3 years,"Agentic AI Developer position at Adobe requiring fastapi, docker, autogen, rag, crewai, vector databases, langchain. Based in Dubai, UAE. Looking for 3 years of industry experience.",2023-04-10
Frontend Developer,Stability AI,Gurugram,1806000,3 years,"Frontend Developer position at Stability AI requiring javascript, typescript, tailwind, redux, next.js, react, graphql. Based in Gurugram. Looking for 3 years of industry experience.",2025-07-16
Site Reliability Engineer,AMD,Chennai,2008000,5 years,"Site Reliability Engineer position at AMD requiring aws, incident management, python, docker, terraform, alerting, monitoring. Based in Chennai. Looking for 5 years of industry experience.",2026-01-13
Site Reliability Engineer,AMD,Delhi,2802000,1 year,"Site Reliability Engineer position at AMD requiring docker, incident management, python, aws, monitoring. Based in Delhi. Looking for 1 year of industry experience.",2024-10-19
Senior Software Engineer,Cognizant,Ahmedabad,2975000,4 years,"Senior Software Engineer position at Cognizant requiring python, distributed systems, system design, java, kubernetes, ci/cd, aws. Based in Ahmedabad. Looking for 4 years of industry experience.",2024-06-08
LLM Engineer,Freshworks,Pune,5632000,10+ years,"LLM Engineer position at Freshworks requiring pytorch, fine-tuning, langchain, transformers, rag, vector databases. Based in Pune. Looking for 10+ years of industry experience.",2025-02-17
